player_id,batsman,innings,runs,ball,dismissals,sixes,fours,dots,ones,twos,threes,SR,BPD,BPB,NBDRY_SR,AVG,Dot_percentage
1,A Adekunle,6,7,24,3,0,0,17,3,2,0,29.16666667,8,24,31.81818182,2.333333333,70.83333333
2,A Aikenhead,9,71,100,9,0,4,51,28,12,1,71,11.11111111,25,59.7826087,7.888888889,51
3,A Aitken,1,14,36,0,0,0,24,10,2,0,38.88888889,36,36,38.88888889,14,66.66666667
4,A Aitken-Drummond,16,162,207,14,2,15,99,74,8,0,78.26086957,14.78571429,12.17647059,49.72375691,11.57142857,47.82608696
5,A Akhigbe,5,72,95,4,1,11,56,20,1,0,75.78947368,23.75,7.916666667,28.57142857,18,58.94736842
6,A Akurut,5,4,21,4,0,0,17,4,0,0,19.04761905,5.25,21,19.04761905,1,80.95238095
7,A Alfonso,4,13,39,2,0,1,27,7,1,0,33.33333333,19.5,39,25.71428571,6.5,69.23076923
8,A Andriani,5,38,35,3,0,6,19,4,2,2,108.5714286,11.66666667,5.833333333,51.85185185,12.66666667,54.28571429
9,A Argyropoulou,6,74,132,7,0,6,64,38,6,0,56.06060606,18.85714286,22,46.2962963,10.57142857,48.48484848
10,A Bester,8,61,91,8,0,6,52,22,6,1,67.03296703,11.375,15.16666667,45.67901235,7.625,57.14285714
11,A Bierwisch,16,143,331,13,0,4,188,87,20,0,43.20241692,25.46153846,82.75,43.05084746,11,56.79758308
12,A Bosch,30,685,641,27,10,77,260,239,36,2,106.8642746,23.74074074,7.367816092,59.03165736,25.37037037,40.56162246
13,A Bose,5,11,40,4,0,1,31,7,0,0,27.5,10,40,18.42105263,2.75,77.5
14,A Brindle,18,256,266,12,1,12,82,122,37,2,96.2406015,22.16666667,20.46153846,83.12757202,21.33333333,30.82706767
15,A Brown-Carrera,2,25,35,1,0,2,14,9,4,0,71.42857143,35,17.5,62.96296296,25,40
16,A Canning,8,23,30,5,0,1,13,11,4,0,76.66666667,6,30,67.85714286,4.6,43.33333333
17,A Capsey,32,672,566,28,12,90,236,181,28,1,118.7279152,20.21428571,5.549019608,53.81165919,24,41.69611307
18,A Chandel,18,216,409,15,0,12,209,115,24,0,52.81173594,27.26666667,34.08333333,46.83908046,14.4,51.1002445
19,A Charles,1,1,5,1,0,0,2,1,0,0,20,5,5,33.33333333,1,40
20,A Chilia,9,120,186,10,0,13,105,42,13,0,64.51612903,18.6,14.30769231,42.5,12,56.4516129
21,A Cossa,5,25,46,6,0,1,23,9,6,0,54.34782609,7.666666667,46,55.26315789,4.166666667,50
22,A Das,6,7,14,3,0,0,8,5,1,0,50,4.666666667,14,50,2.333333333,57.14285714
23,A Dastgir,1,0,2,1,0,0,2,0,0,0,0,2,2,0,0,100
24,A Dcosta,8,32,43,6,0,3,25,8,6,0,74.41860465,7.166666667,14.33333333,51.28205128,5.333333333,58.13953488
25,A Dercksen,9,46,61,9,1,5,34,18,1,0,75.40983607,6.777777778,10.16666667,37.73584906,5.111111111,55.73770492
26,A Dineshi,3,2,18,3,0,0,14,0,1,0,11.11111111,6,18,13.33333333,0.666666667,77.77777778
27,A Dirannehelage,2,15,38,1,0,0,10,9,3,0,39.47368421,38,38,68.18181818,15,26.31578947
28,A Doddaballapur,25,318,486,17,2,20,207,160,30,2,65.43209877,28.58823529,22.09090909,56.64160401,18.70588235,42.59259259
29,A Emch,1,0,2,0,0,0,2,0,0,0,0,2,2,0,0,100
30,A Fujikawa,6,13,35,3,0,0,22,11,1,0,37.14285714,11.66666667,35,38.23529412,4.333333333,62.85714286
31,A Galan,8,28,64,8,0,3,46,9,2,1,43.75,8,21.33333333,27.5862069,3.5,71.875
32,A Gardner,69,1986,1585,86,67,221,635,515,91,1,125.2996845,18.43023256,5.503472222,56.36070853,23.09302326,40.06309148
33,A Gunasekar,3,8,40,2,0,1,36,2,1,0,20,20,40,10.25641026,4,90
34,A Gurung,12,46,81,10,0,3,45,23,4,1,56.79012346,8.1,27,46.57534247,4.6,55.55555556
35,A Hartley,1,4,4,0,0,0,0,4,0,0,100,4,4,100,4,0
36,A Hunter,36,932,868,29,12,93,328,295,83,9,107.3732719,29.93103448,8.266666667,68.25174825,32.13793103,37.78801843
37,A Igbobie,10,60,150,8,0,3,95,34,7,0,40,18.75,50,35.29411765,7.5,63.33333333
38,A Ikuzwe,19,223,328,19,0,11,138,100,38,1,67.98780488,17.26315789,29.81818182,64.62093863,11.73684211,42.07317073
39,A Iopu,4,34,85,4,0,2,48,16,5,0,40,21.25,42.5,37.68115942,8.5,56.47058824
40,A Joshi,2,11,40,2,0,0,18,9,1,0,27.5,20,40,39.28571429,5.5,45
41,A Kanada,4,68,103,5,0,4,39,44,4,0,66.01941748,20.6,25.75,59.77011494,13.6,37.86407767
42,A Kano,19,182,297,23,0,8,122,117,15,1,61.27946128,12.91304348,37.125,58.82352941,7.913043478,41.07744108
43,A Karmacharya,10,17,47,8,0,0,29,13,2,0,36.17021277,5.875,47,38.63636364,2.125,61.70212766
44,A Khaka,13,56,99,7,0,4,52,36,2,0,56.56565657,14.14285714,24.75,44.44444444,8,52.52525253
45,A King,4,27,31,2,0,4,16,7,2,0,87.09677419,15.5,7.75,44,13.5,51.61290323
46,A Kitayama,6,48,88,12,0,2,48,16,12,0,54.54545455,7.333333333,44,52.63157895,4,54.54545455
47,A Kohli,7,70,105,6,0,6,52,20,13,0,66.66666667,17.5,17.5,54.11764706,11.66666667,49.52380952
48,A Kolan,13,167,249,11,0,10,122,83,19,2,67.06827309,22.63636364,24.9,56.19469027,15.18181818,48.99598394
49,A Kone,1,0,6,2,0,0,6,0,0,0,0,3,6,0,0,100
50,A Kshirsagar,3,7,10,2,0,1,4,3,0,0,70,5,10,42.85714286,3.5,40
51,A Letuba,2,2,8,2,0,0,6,0,1,0,25,4,8,28.57142857,1,75
52,A Lister,27,416,324,23,8,51,116,95,30,3,128.3950617,14.08695652,5.491525424,67.21311475,18.08695652,35.80246914
53,A Littlejohns,3,13,17,3,0,2,9,3,1,0,76.47058824,5.666666667,8.5,38.46153846,4.333333333,52.94117647
54,A Makri,7,25,49,6,0,3,26,11,1,0,51.02040816,8.166666667,16.33333333,34.21052632,4.166666667,53.06122449
55,A Mare,19,153,248,12,0,11,114,86,10,1,61.69354839,20.66666667,22.54545455,51.65876777,12.75,45.96774194
56,A Mazvishaya,5,18,28,1,0,0,12,14,2,0,64.28571429,28,28,64.28571429,18,42.85714286
57,A Merritt,11,194,190,8,0,22,78,48,29,0,102.1052632,23.75,8.636363636,68.38709677,24.25,41.05263158
58,A Mesarovic,1,1,7,1,0,0,3,1,0,0,14.28571429,7,7,25,1,42.85714286
59,A Meyenborg,3,9,28,1,0,0,16,7,1,0,32.14285714,28,28,37.5,9,57.14285714
60,A Mohamed,11,90,118,9,0,8,50,44,7,0,76.27118644,13.11111111,14.75,57.42574257,10,42.37288136
61,A Mohammed,19,83,136,11,0,4,74,44,10,1,61.02941176,12.36363636,34,51.9379845,7.545454545,54.41176471
62,A Mokgotlhe,24,245,328,23,4,23,160,67,31,0,74.69512195,14.26086957,12.14814815,50,10.65217391,48.7804878
63,A Motorwala,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,100
64,A Munisar,1,2,2,0,0,0,0,0,1,0,100,2,2,200,2,0
65,A Ndiraya,15,154,192,12,0,15,77,65,13,1,80.20833333,16,12.8,60.25641026,12.83333333,40.10416667
66,A Nookala,5,5,50,3,0,0,45,1,2,0,10,16.66666667,50,10.41666667,1.666666667,90
67,A Nyirenda,1,1,5,1,0,0,3,1,0,0,20,5,5,25,1,60
68,A Obulor,10,46,86,8,0,4,49,23,2,1,53.48837209,10.75,21.5,40,5.75,56.97674419
69,A Perera,10,105,158,13,0,7,80,51,13,0,66.4556962,12.15384615,22.57142857,53.47222222,8.076923077,50.63291139
70,A Prince,4,12,37,4,0,0,26,6,3,0,32.43243243,9.25,37,34.28571429,3,70.27027027
71,A Rameshan,4,68,118,4,0,11,65,20,2,0,57.62711864,29.5,10.72727273,27.5862069,17,55.08474576
72,A Reddy,12,141,166,19,0,16,77,53,12,0,84.93975904,8.736842105,10.375,54.22535211,7.421052632,46.38554217
73,A Salomao,11,62,117,7,0,3,59,30,10,0,52.99145299,16.71428571,39,50.50505051,8.857142857,50.42735043
74,A Samildeen,3,6,40,3,0,1,35,2,0,0,15,13.33333333,40,5.405405405,2,87.5
75,A Sangare,1,0,12,2,0,0,12,0,0,0,0,6,12,0,0,100
76,A Savvani,6,31,62,5,0,1,28,25,1,0,50,12.4,62,50,6.2,45.16129032
77,A Scantlebury,2,16,35,2,0,1,22,8,2,0,45.71428571,17.5,35,37.5,8,62.85714286
78,A Sharma,9,83,111,8,2,5,59,33,9,0,74.77477477,13.875,15.85714286,50.4950495,10.375,53.15315315
79,A Shrubsole,16,174,163,12,4,12,63,60,21,0,106.7484663,13.58333333,10.1875,70.83333333,14.5,38.65030675
80,A Sootaga,2,2,3,1,0,0,1,2,0,0,66.66666667,3,3,66.66666667,2,33.33333333
81,A Stocks,8,83,128,7,1,5,61,26,11,3,64.84375,18.28571429,21.33333333,56.43564356,11.85714286,47.65625
82,A Sutherland,12,143,103,11,1,22,35,39,5,0,138.8349515,9.363636364,4.47826087,62.02531646,13,33.98058252
83,A Suwanchonrathi,4,22,39,4,0,4,28,4,1,0,56.41025641,9.75,9.75,18.18181818,5.5,71.79487179
84,A Tagilala,3,56,94,4,0,4,54,28,6,0,59.57446809,23.5,23.5,45.45454545,14,57.44680851
85,A Taylor,3,6,27,1,0,0,10,4,1,0,22.22222222,27,27,40,6,37.03703704
86,A Uwimbabazi,6,67,111,7,0,0,48,39,11,2,60.36036036,15.85714286,111,67,9.571428571,43.24324324
87,A Vaidya,3,34,34,3,0,3,13,9,5,1,100,11.33333333,11.33333333,78.57142857,11.33333333,38.23529412
88,A Vessik,5,16,37,5,0,0,16,14,1,0,43.24324324,7.4,37,51.61290323,3.2,43.24324324
89,A Wanjira,5,25,39,3,0,3,21,11,1,0,64.1025641,13,13,39.39393939,8.333333333,53.84615385
90,A Wellington,2,18,20,2,0,2,8,10,0,0,90,10,10,55.55555556,9,40
91,A le Breton,2,24,24,2,0,3,9,12,0,0,100,12,8,57.14285714,12,37.5
92,A van Schoor,1,78,64,0,4,2,18,10,18,0,121.875,64,10.66666667,100,78,28.125
93,A van der Merwe,24,430,549,22,3,45,268,121,48,5,78.32422587,24.95454545,11.4375,52.48868778,19.54545455,48.81602914
94,AA Alleyne,33,326,368,27,1,36,174,115,23,5,88.58695652,13.62962963,9.945945946,55.52050473,12.07407407,47.2826087
95,AA Deshpande,1,5,16,1,0,0,11,1,2,0,31.25,16,16,35.71428571,5,68.75
96,AA Moiane,8,35,76,6,0,3,39,15,4,0,46.05263158,12.66666667,25.33333333,39.65517241,5.833333333,51.31578947
97,AA Patil,24,448,401,24,2,49,140,166,34,2,111.7206983,16.70833333,7.862745098,70.1754386,18.66666667,34.9127182
98,AAIP Bastari,1,52,56,0,0,6,20,16,6,0,92.85714286,56,9.333333333,66.66666667,52,35.71428571
99,AAM Eliane,1,3,27,1,0,0,20,3,0,0,11.11111111,27,27,13.04347826,3,74.07407407
100,AB Kaur,7,92,76,3,0,15,28,28,2,0,121.0526316,25.33333333,5.066666667,55.17241379,30.66666667,36.84210526
101,AB Slebsager,1,1,2,0,0,0,1,1,0,0,50,2,2,50,1,50
102,AC Brodin,5,16,56,5,0,1,37,8,2,0,28.57142857,11.2,56,25.53191489,3.2,66.07142857
103,AC Jayangani,105,3453,3129,121,98,453,1480,792,123,5,110.3547459,25.85950413,5.67876588,43.875,28.53719008,47.2994567
104,AC Kerr,55,1178,1074,53,1,124,348,478,90,6,109.6834264,20.26415094,8.592,73.31887202,22.22641509,32.40223464
105,AC Mushangwe,4,33,43,0,0,0,16,19,7,0,76.74418605,43,43,78.57142857,8.25,37.20930233
106,AC Sabino,1,5,22,0,0,0,15,5,0,0,22.72727273,22,22,25,5,68.18181818
107,AE Jones,85,1940,1652,90,25,223,577,661,111,5,117.433414,18.35555556,6.661290323,66.32200886,21.55555556,34.92736077
108,AE Moe,1,0,4,2,0,0,4,0,0,0,0,2,4,0,0,100
109,AE Satterthwaite,49,1515,1450,60,11,168,536,550,109,3,104.4827586,24.16666667,8.100558659,64.85809683,25.25,36.96551724
110,AE Smith,1,44,47,1,1,3,22,16,5,0,93.61702128,47,11.75,60.46511628,44,46.80851064
111,AEMP Durayalage,3,13,38,3,0,1,18,9,0,0,34.21052632,12.66666667,38,33.33333333,4.333333333,47.36842105
112,AF Aoina,4,41,50,3,1,3,19,17,3,0,82,16.66666667,12.5,58.97435897,13.66666667,38
113,AG Rao,1,2,8,2,0,0,6,2,0,0,25,4,8,25,1,75
114,AH Maqsood,13,29,56,7,0,0,30,17,6,0,51.78571429,8,56,54.71698113,4.142857143,53.57142857
115,AH Thomson,9,44,95,10,0,1,58,28,6,0,46.31578947,9.5,95,43.47826087,4.4,61.05263158
116,AI Chudasama,3,25,36,3,0,3,17,9,2,0,69.44444444,12,12,46.42857143,8.333333333,47.22222222
117,AISD Kainoco,4,8,15,3,0,1,9,4,0,0,53.33333333,5,15,30.76923077,2.666666667,60
118,AIV Benatar,7,130,205,5,0,8,78,51,22,1,63.41463415,41,25.625,64.47368421,26,38.04878049
119,AJ Blackwell,36,581,666,26,0,37,221,340,45,1,87.23723724,25.61538462,18,71.33443163,22.34615385,33.18318318
120,AJ Healy,111,3846,2925,133,83,533,1145,875,154,11,131.4871795,21.9924812,4.748376623,55.65217391,28.91729323,39.14529915
121,AJ Kenealy,6,18,24,6,0,2,13,8,1,0,75,4,12,45.45454545,3,54.16666667
122,AK Gonerara,2,0,4,2,0,0,4,0,0,0,0,2,4,0,0,100
123,AK Peters,3,14,32,2,0,0,22,8,0,2,43.75,16,32,43.75,7,68.75
124,AL Hodgkinson,3,42,66,3,0,6,42,14,2,0,63.63636364,22,11,31.03448276,14,63.63636364
125,AL Mangue,2,4,9,2,0,1,7,0,0,0,44.44444444,4.5,9,0,2,77.77777778
126,AL Mundundo,5,20,86,5,0,1,55,14,1,0,23.25581395,17.2,86,22.85714286,4,63.95348837
127,AL Seddon,10,139,154,8,0,15,62,43,18,0,90.25974026,19.25,10.26666667,64.22764228,17.375,40.25974026
128,AL Tiwari,1,1,3,0,0,0,2,1,0,0,33.33333333,3,3,33.33333333,1,66.66666667
129,AL Watkins,4,150,119,3,2,19,48,30,16,0,126.0504202,39.66666667,5.666666667,65.95744681,50,40.33613445
130,AM Healey,12,111,173,12,0,19,110,21,7,0,64.16184971,14.41666667,9.105263158,25.36231884,9.25,63.58381503
131,AM Kamara,13,506,621,20,0,47,245,176,65,4,81.48148148,31.05,13.21276596,64.89795918,25.3,39.45249597
132,AM Kupito,2,1,3,2,0,0,2,1,0,0,33.33333333,1.5,3,33.33333333,0.5,66.66666667
133,AM Peterson,14,168,196,24,0,16,82,68,18,0,85.71428571,8.166666667,12.25,61.9047619,7,41.83673469
134,AM Samaroo,1,6,6,1,0,1,3,2,0,0,100,6,6,40,6,50
135,AM Zepeda,5,77,137,4,0,9,81,21,10,0,56.20437956,34.25,15.22222222,36.60714286,19.25,59.12408759
136,AMN Andersen,2,4,19,2,0,0,14,2,1,0,21.05263158,9.5,19,23.52941176,2,73.68421053
137,AN Davidson-Richards,5,74,92,6,0,4,32,52,3,0,80.43478261,15.33333333,23,66.66666667,12.33333333,34.7826087
138,AN Kelly,18,126,145,15,0,11,58,53,13,1,86.89655172,9.666666667,13.18181818,65.6,8.4,40
139,AP Venkata,1,2,12,1,0,0,7,2,0,0,16.66666667,12,12,22.22222222,2,58.33333333
140,APC Kilowan,1,2,2,1,0,0,0,2,0,0,100,2,2,100,2,0
141,AR Shetty,1,2,9,1,0,0,4,2,0,0,22.22222222,9,9,33.33333333,2,44.44444444
142,AS Gorad,4,39,72,3,0,4,33,19,2,0,54.16666667,24,18,42.59259259,13,45.83333333
143,AS Patil,2,1,3,1,0,0,2,1,0,0,33.33333333,3,3,33.33333333,1,66.66666667
144,AS Qwele,7,35,50,6,0,3,27,16,2,1,70,8.333333333,16.66666667,50,5.833333333,54
145,AS Taai,1,4,3,0,0,0,0,2,1,0,133.3333333,3,3,133.3333333,4,0
146,AS Warnakulasuriya,2,5,12,2,0,1,10,1,0,0,41.66666667,6,12,9.090909091,2.5,83.33333333
147,AS Withanage,8,161,184,7,0,25,90,43,9,0,87.5,26.28571429,7.36,42.95774648,23,48.91304348
148,AS van Beuge,5,28,55,7,0,0,29,24,2,0,50.90909091,7.857142857,55,50.90909091,4,52.72727273
149,ASS Fletcher,34,232,301,33,0,20,135,105,19,3,77.07641196,9.121212121,15.05,58.01526718,7.03030303,44.85049834
150,Abeer Maryam,5,8,28,4,0,2,24,0,0,0,28.57142857,7,14,0,2,85.71428571
151,Abeera Waris,8,17,64,7,0,0,44,13,2,0,26.5625,9.142857143,64,28.81355932,2.428571429,68.75
152,Abhilasha Singh,1,1,13,1,0,0,9,1,0,0,7.692307692,13,13,10,1,69.23076923
153,Ada Bhasin,18,151,271,16,2,12,162,57,17,0,55.7195572,16.9375,19.35714286,38.55932203,9.4375,59.77859779
154,Adama Kamara,7,94,260,12,0,5,148,54,10,0,36.15384615,21.66666667,52,34.90566038,7.833333333,56.92307692
155,Adri van der Merwe,17,640,892,22,0,50,370,260,84,4,71.74887892,40.54545455,17.84,61.28133705,29.09090909,41.47982063
156,Aima Aishath,3,1,30,2,0,0,26,1,0,0,3.333333333,15,30,3.703703704,0.5,86.66666667
157,Aiman Anwer,12,52,87,10,0,2,35,40,2,0,59.77011494,8.7,43.5,57.14285714,5.2,40.22988506
158,Aina Najwa,20,109,210,14,0,1,115,66,18,1,51.9047619,15,210,52.5,7.785714286,54.76190476
159,Ainna Hamizah Hashim,46,339,603,33,0,28,362,123,46,4,56.21890547,18.27272727,21.53571429,42.42990654,10.27272727,60.0331675
160,Aisha Rahman,1,0,2,1,0,0,2,0,0,0,0,2,2,0,0,100
161,Aishath Meesa Rameez,3,3,16,3,0,0,12,1,1,0,18.75,5.333333333,16,21.42857143,1,75
162,Aisya Eleesa,13,26,80,10,0,0,56,16,5,0,32.5,8,80,33.76623377,2.6,70
163,Al Maseera Jahangir,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,100
164,Aleena Khan,16,79,162,14,0,8,106,27,10,0,48.7654321,11.57142857,20.25,32.86713287,5.642857143,65.43209877
165,Alifiya Sayed,2,0,4,1,0,0,4,0,0,0,0,4,4,0,0,100
166,Alina Aslam,3,14,28,1,0,0,10,8,3,0,50,28,28,66.66666667,14,35.71428571
167,Aliya Riaz,72,1348,1453,73,28,117,606,510,95,4,92.77357192,19.90410959,10.02068966,58.60082305,18.46575342,41.70681349
168,Amalin Sorfina,1,1,9,1,0,0,8,1,0,0,11.11111111,9,9,11.11111111,1,88.88888889
169,Amarpal Kaur,6,95,128,4,0,3,46,55,14,0,74.21875,32,42.66666667,72.17391304,23.75,35.9375
170,Aminata Kamara,10,248,324,13,0,27,138,91,20,3,76.54320988,24.92307692,12,55.55555556,19.07692308,42.59259259
171,Amna Khan,5,20,46,5,0,3,33,4,2,0,43.47826087,9.2,15.33333333,20.51282051,4,71.73913043
172,Amna Tariq,30,242,562,34,0,11,341,137,29,1,43.06049822,16.52941176,51.09090909,38.97637795,7.117647059,60.67615658
173,Anam Amin,5,4,16,1,0,0,10,4,0,0,25,16,16,28.57142857,4,62.5
174,Ananya Sarma,4,2,45,4,0,0,39,2,0,0,4.444444444,11.25,45,4.87804878,0.5,86.66666667
175,Aneeta Santhosh,1,1,7,1,0,0,6,1,0,0,14.28571429,7,7,14.28571429,1,85.71428571
176,Anjali Chand,1,0,2,1,0,0,2,0,0,0,0,2,2,0,0,100
177,Anjuli Ghalley,3,4,16,2,0,0,10,4,0,0,25,8,16,28.57142857,2,62.5
178,Anjum Chopra,1,15,24,1,0,1,14,7,2,0,62.5,24,24,47.82608696,15,58.33333333
179,Apsari Begam,15,169,277,14,0,16,161,72,12,3,61.01083032,19.78571429,17.3125,42.33870968,12.07142857,58.12274368
180,Archara Supriya,3,2,11,1,0,0,6,2,0,0,18.18181818,11,11,25,2,54.54545455
181,Ashwini Govinda,2,0,10,1,0,0,10,0,0,0,0,10,10,0,0,100
182,Asma Shifa,2,5,26,2,0,0,14,3,1,0,19.23076923,13,26,27.77777778,2.5,53.84615385
183,Asmavia Iqbal,32,299,330,28,12,16,145,132,14,1,90.60606061,11.78571429,11.78571429,55.82191781,10.67857143,43.93939394
184,Ayasha Rahman,35,827,1115,60,21,75,601,309,43,2,74.17040359,18.58333333,11.61458333,41.9895288,13.78333333,53.90134529
185,Ayesha Hasan,5,62,117,8,0,4,53,36,5,0,52.99145299,14.625,29.25,48.93617021,7.75,45.2991453
186,Ayesha Naseem,26,369,301,19,18,20,97,115,33,0,122.5913621,15.84210526,7.921052632,73.87755102,19.42105263,32.22591362
187,Ayesha Zafar,16,258,322,19,0,33,156,104,11,0,80.1242236,16.94736842,9.757575758,46.49446494,13.57894737,48.44720497
188,Aysha,22,400,414,22,1,47,172,125,36,3,96.61835749,18.81818182,8.625,61.30952381,18.18181818,41.54589372
189,B Bezuidenhout,23,282,296,24,4,32,128,89,19,1,95.27027027,12.33333333,8.222222222,54.85232068,11.75,43.24324324
190,B Bhadriraju,3,6,12,3,0,1,7,2,0,0,50,4,12,22.22222222,2,58.33333333
191,B Biza,3,23,30,3,0,2,17,7,4,0,76.66666667,10,15,53.57142857,7.666666667,56.66666667
192,B Bulganchimeg,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,100
193,B Cooper,40,594,732,49,8,66,397,186,45,2,81.14754098,14.93877551,9.891891892,44.76190476,12.12244898,54.23497268
194,B Coulibaly,1,0,2,0,0,0,2,0,0,0,0,2,2,0,0,100
195,B Etim,20,268,417,19,1,28,225,90,24,4,64.26858513,21.94736842,14.37931034,43.73177843,14.10526316,53.95683453
196,B Freeman,4,7,36,3,0,0,25,5,1,0,19.44444444,12,36,22.58064516,2.333333333,69.44444444
197,B Gaanamong,4,52,110,4,0,2,54,36,4,0,47.27272727,27.5,55,46.80851064,13,49.09090909
198,B Ichinkhorloo,6,16,110,6,0,0,80,14,1,0,14.54545455,18.33333333,110,16.84210526,2.666666667,72.72727273
199,B Leephatthana,1,6,11,0,0,0,5,6,0,0,54.54545455,11,11,54.54545455,6,45.45454545
200,B Lekau,3,10,126,4,0,0,94,6,2,0,7.936507937,31.5,126,9.803921569,2.5,74.6031746
201,B Madimabe,11,41,169,14,0,2,121,23,5,0,24.26035503,12.07142857,84.5,22.14765101,2.928571429,71.59763314
202,B Maes Loch,1,2,5,1,0,0,2,2,0,0,40,5,5,50,2,40
203,B Manuel,4,5,12,4,0,0,6,5,0,0,41.66666667,3,12,45.45454545,1.25,50
204,B Mpedi,7,78,118,7,0,10,61,26,6,0,66.10169492,16.85714286,11.8,40.86021505,11.14285714,51.69491525
205,B Murekatete,10,48,66,7,0,3,30,22,7,0,72.72727273,9.428571429,22,61.01694915,6.857142857,45.45454545
206,B Namuunzul,4,2,25,3,0,0,23,2,0,0,8,8.333333333,25,8,0.666666667,92
207,B Narangerel,3,1,12,2,0,0,9,1,0,0,8.333333333,6,12,10,0.5,75
208,B Ndipo,1,8,12,2,0,0,6,0,4,0,66.66666667,6,12,80,4,50
209,B Nwobodo,2,90,162,2,0,2,84,38,22,0,55.55555556,81,81,56.94444444,45,51.85185185
210,B Pavlinakova,1,2,5,0,0,0,3,0,1,0,40,5,5,50,2,60
211,B Phelenyane,8,9,93,10,0,0,61,9,0,0,9.677419355,9.3,93,12.85714286,0.9,65.59139785
212,B Rawal,22,257,433,15,0,22,235,112,27,1,59.35334873,28.86666667,19.68181818,45.06666667,17.13333333,54.27251732
213,B Shanti,19,101,210,13,0,6,124,57,10,0,48.0952381,16.15384615,35,40.31413613,7.769230769,59.04761905
214,B Shetty,9,67,122,4,0,4,62,33,9,0,54.91803279,30.5,30.5,49.03846154,16.75,50.81967213
215,B Tau,26,728,862,26,0,81,393,279,58,3,84.45475638,33.15384615,10.64197531,55.1159618,28,45.59164733
216,B Taylan,4,56,82,4,0,6,42,24,4,0,68.29268293,20.5,13.66666667,45.71428571,14,51.2195122
217,B Verdon,1,0,3,1,0,0,3,0,0,0,0,3,3,0,0,100
218,B Waluma,12,46,80,11,0,4,46,18,6,0,57.5,7.272727273,20,42.85714286,4.181818182,57.5
219,B Wani,5,8,43,5,0,1,31,4,0,0,18.60465116,8.6,43,11.42857143,1.6,72.09302326
220,B de Leede,53,1017,1232,57,7,94,546,417,82,6,82.5487013,21.61403509,12.1980198,56.99333968,17.84210526,44.31818182
221,BAM Heath,3,6,13,3,0,0,7,6,0,0,46.15384615,4.333333333,13,46.15384615,2,53.84615385
222,BF Smith,6,73,79,7,0,8,38,23,9,0,92.40506329,11.28571429,9.875,58.57142857,10.42857143,48.10126582
223,BG Armstrong,1,11,10,1,0,1,3,5,1,0,110,10,10,77.77777778,11,30
224,BL Mooney,90,4133,3394,102,24,550,1116,1324,219,9,121.7737183,33.2745098,5.912891986,67.05397301,40.51960784,32.88155569
225,BL Morgan,2,66,58,1,0,5,16,21,11,1,113.7931034,58,11.6,93.87755102,66,27.5862069
226,BM Halliday,25,277,308,19,2,22,133,111,30,2,89.93506494,16.21052632,12.83333333,64.13043478,14.57894737,43.18181818
227,BMA Mbida,10,67,130,11,1,6,80,23,7,0,51.53846154,11.81818182,18.57142857,33.63636364,6.090909091,61.53846154
228,BMSM Kumari,21,90,143,13,0,8,75,44,7,0,62.93706294,11,17.875,46.03174603,6.923076923,52.44755245
229,BS Fulmali,2,46,66,4,0,4,32,26,2,0,69.6969697,16.5,16.5,50,11.5,48.48484848
230,BYA Mendis,36,615,681,48,6,83,353,173,34,2,90.30837004,14.1875,7.651685393,43.95017794,12.8125,51.83553598
231,Batool Fatima,7,30,45,5,0,3,19,14,2,0,66.66666667,9,15,51.42857143,6,42.22222222
232,Bella Poon,12,136,229,16,0,14,141,47,12,3,59.38864629,14.3125,16.35714286,39.408867,8.5,61.5720524
233,Bibina Baby,2,0,11,1,0,0,9,0,0,0,0,11,11,0,0,81.81818182
234,Bijeyata Kumari,3,3,23,2,0,0,14,3,0,0,13.04347826,11.5,23,17.64705882,1.5,60.86956522
235,Bismah Maroof,102,2939,3178,117,0,261,1189,1268,274,23,92.47954688,27.16239316,12.17624521,68.44589688,25.11965812,37.41346759
236,Busra Uca,5,35,105,4,0,1,67,17,7,0,33.33333333,26.25,105,34.06593407,8.75,63.80952381
237,C Abel,5,58,62,2,1,2,23,28,8,0,93.5483871,31,20.66666667,74.57627119,29,37.09677419
238,C Anayo,1,2,2,0,0,0,0,2,0,0,100,2,2,100,2,0
239,C Atkins,1,2,4,2,0,0,2,2,0,0,50,2,4,50,1,50
240,C Aweko,26,105,184,16,0,8,102,59,7,0,57.06521739,11.5,23,43.45238095,6.5625,55.43478261
241,C Beckford,1,0,6,2,0,0,6,0,0,0,0,3,6,0,0,100
242,C Breteche,5,3,30,4,0,0,25,1,1,0,10,7.5,30,11.11111111,0.75,83.33333333
243,C Brits,3,72,70,3,1,7,27,28,5,0,102.8571429,23.33333333,8.75,63.33333333,24,38.57142857
244,C Bull,4,30,53,3,0,5,29,8,1,0,56.60377358,17.66666667,10.6,26.31578947,10,54.71698113
245,C Chatonzwa,4,16,19,2,0,0,5,10,3,0,84.21052632,9.5,19,88.88888889,8,26.31578947
246,C Chukwuonye,9,22,54,6,0,1,32,10,4,0,40.74074074,9,54,39.13043478,3.666666667,59.25925926
247,C Cirlig,2,8,22,2,0,1,16,2,1,0,36.36363636,11,22,21.05263158,4,72.72727273
248,C Elmsjoo,1,0,2,1,0,0,2,0,0,0,0,2,2,0,0,100
